Segment,Segment_Name,Family,Family_Name,Class,Class_Name,Commodity,Commodity_Name,Unit_Operations,OECD_FOS
23000000,Industrial Manufacturing and Processing Machinery and Accessories,23180000,Industrial food and beverage equipment,23181500,Food preparation machinery,23181517,Fermented soybean machine,fermentation,2.9
23000000,Industrial Manufacturing and Processing Machinery and Accessories,23180000,Industrial food and beverage equipment,23181500,Food preparation machinery,23181518,Food fermentation device,fermentation,2.9
23000000,Industrial Manufacturing and Processing Machinery and Accessories,23180000,Industrial food and beverage equipment,23181500,Food preparation machinery,23181520,Cream separator,solid_liquid_separation,2.4
23000000,Industrial Manufacturing and Processing Machinery and Accessories,23180000,Industrial food and beverage equipment,23181600,Food cutting machinery,23181604,Cutting machinery,size_reduction,2.4
23000000,Industrial Manufacturing and Processing Machinery and Accessories,23180000,Industrial food and beverage equipment,23181700,Food cooking and smoking machinery,23181704,Steaming machinery,heating,2.4
23000000,Industrial Manufacturing and Processing Machinery and Accessories,23180000,Industrial food and beverage equipment,23181800,Industrial beverage processing machinery,23181806,Beverage sterilizer,sterilisation,2.9
23000000,Industrial Manufacturing and Processing Machinery and Accessories,23180000,Industrial food and beverage equipment,23181800,Industrial beverage processing machinery,23181807,Dairy mixer,mixing,2.4
23000000,Industrial Manufacturing and Processing Machinery and Accessories,23190000,Mixers and their parts and accessories,23191000,Batch mixers,23191001,Change can mixers,mixing,2.4
23000000,Industrial Manufacturing and Processing Machinery and Accessories,23190000,Mixers and their parts and accessories,23191000,Batch mixers,23191002,Helical blade mixer,mixing,2.4
23000000,Industrial Manufacturing and Processing Machinery and Accessories,23190000,Mixers and their parts and accessories,23191000,Batch mixers,23191003,Double arm kneading mixers,mixing,2.4
23000000,Industrial Manufacturing and Processing Machinery and Accessories,23190000,Mixers and their parts and accessories,23191000,Batch mixers,23191004,Intensive mixers,mixing,2.4
23000000,Industrial Manufacturing and Processing Machinery and Accessories,23190000,Mixers and their parts and accessories,23191000,Batch mixers,23191005,Roll mixers,mixing,2.4
23000000,Industrial Manufacturing and Processing Machinery and Accessories,23190000,Mixers and their parts and accessories,23191000,Batch mixers,23191006,Sand mixer,mixing,2.4
23000000,Industrial Manufacturing and Processing Machinery and Accessories,23190000,Mixers and their parts and accessories,23191100,Continuous mixers,23191101,Single screw mixers,mixing,2.4
23000000,Industrial Manufacturing and Processing Machinery and Accessories,23190000,Mixers and their parts and accessories,23191200,Mixer parts and accessories,23191201,Mixer plows,mixing,2.4
23000000,Industrial Manufacturing and Processing Machinery and Accessories,23190000,Mixers and their parts and accessories,23191200,Mixer parts and accessories,23191202,Mixer blades,mixing,2.4
23000000,Industrial Manufacturing and Processing Machinery and Accessories,23200000,Mass transfer equipment,23201000,Gas liquid contacting systems,23201006,Distillation column,distillation,2.4
23000000,Industrial Manufacturing and Processing Machinery and Accessories,23200000,Mass transfer equipment,23201000,Gas liquid contacting systems,23201007,Distillation column packing,distillation,2.4
23000000,Industrial Manufacturing and Processing Machinery and Accessories,23200000,Mass transfer equipment,23201000,Gas liquid contacting systems,23201008,Distillation tray,distillation,2.4
23000000,Industrial Manufacturing and Processing Machinery and Accessories,23200000,Mass transfer equipment,23201100,Adsorption and ion exchange,23201101,Adsorber vessel,storage,2.4
23000000,Industrial Manufacturing and Processing Machinery and Accessories,23200000,Mass transfer equipment,23201100,Adsorption and ion exchange,23201102,Ambient pressure adsorber vessel,process_monitoring;storage,2.4
23000000,Industrial Manufacturing and Processing Machinery and Accessories,23200000,Mass transfer equipment,23201200,Industrial drying equipment,23201201,Spray dryers,drying;spray_drying,2.4
23000000,Industrial Manufacturing and Processing Machinery and Accessories,23200000,Mass transfer equipment,23201200,Industrial drying equipment,23201202,Air dryers,drying,2.4
23000000,Industrial Manufacturing and Processing Machinery and Accessories,23200000,Mass transfer equipment,23201200,Industrial drying equipment,23201203,Fluidbed dryers,drying,2.4
23000000,Industrial Manufacturing and Processing Machinery and Accessories,23200000,Mass transfer equipment,23201200,Industrial drying equipment,23201204,Food drying equipment,drying,2.4
24000000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,24100000,Material handling machinery and equipment,24101600,Lifting equipment and accessories,24101601,Elevators,conveying,2.4
24000000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,24100000,Material handling machinery and equipment,24101600,Lifting equipment and accessories,24101629,Forklift or elevator accessories or supplies,conveying,2.4
24000000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,24100000,Material handling machinery and equipment,24101700,Conveyors and accessories,24101701,Conveyor roller,conveying,2.4
24000000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,24100000,Material handling machinery and equipment,24101700,Conveyors and accessories,24101704,Conveyor feeders,conveying,2.4
24000000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,24100000,Material handling machinery and equipment,24101700,Conveyors and accessories,24101705,Conveyor screw,conveying,2.4
24000000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,24100000,Material handling machinery and equipment,24101700,Conveyors and accessories,24101707,Conveyor rails,conveying,2.4
24000000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,24100000,Material handling machinery and equipment,24101700,Conveyors and accessories,24101708,Extendable conveyors,conveying,2.4
24000000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,24100000,Material handling machinery and equipment,24101700,Conveyors and accessories,24101709,Roller conveyors,conveying,2.4
24000000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,24100000,Material handling machinery and equipment,24101700,Conveyors and accessories,24101712,Belt conveyors,conveying,2.4
24000000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,24100000,Material handling machinery and equipment,24101700,Conveyors and accessories,24101713,Bucket conveyors,conveying,2.4
24000000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,24100000,Material handling machinery and equipment,24101700,Conveyors and accessories,24101714,Air conveyors,conveying,2.4
24000000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,24100000,Material handling machinery and equipment,24101700,Conveyors and accessories,24101715,Conveyor belting,conveying,2.4
24000000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,24100000,Material handling machinery and equipment,24101700,Conveyors and accessories,24101716,Conveyor pulleys,conveying,2.4
24000000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,24100000,Material handling machinery and equipment,24101700,Conveyors and accessories,24101717,Conveyor idlers,conveying,2.4
24000000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,24100000,Material handling machinery and equipment,24101700,Conveyors and accessories,24101718,Conveyor belt lacing or fasteners,conveying,2.4
24000000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,24100000,Material handling machinery and equipment,24101700,Conveyors and accessories,24101719,Conveyor belt brushes,conveying,2.4
24000000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,24100000,Material handling machinery and equipment,24101700,Conveyors and accessories,24101722,Chain conveyors,conveying,2.4
24000000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,24100000,Material handling machinery and equipment,24101700,Conveyors and accessories,24101724,Conveyor frames,conveying,2.4
24000000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,24100000,Material handling machinery and equipment,24101700,Conveyors and accessories,24101725,Conveyor flights or links,conveying,2.4
24000000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,24100000,Material handling machinery and equipment,24101700,Conveyors and accessories,24101726,Conveyor liner,conveying,2.4
24000000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,24100000,Material handling machinery and equipment,24101700,Conveyors and accessories,24101727,Vibrating conveyors,conveying,2.4
24000000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,24100000,Material handling machinery and equipment,24101700,Conveyors and accessories,24101728,Conveyor mounts,conveying,2.4
24000000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,24100000,Material handling machinery and equipment,24101700,Conveyors and accessories,24101729,Elevator bucket,conveying,2.4
24000000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,24100000,Material handling machinery and equipment,24101700,Conveyors and accessories,24101730,Screw conveyor,conveying,2.4
24000000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,24100000,Material handling machinery and equipment,24101700,Conveyors and accessories,24101731,Conveyor skirt board,conveying,2.4
24000000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,24100000,Material handling machinery and equipment,24101700,Conveyors and accessories,24101732,Conveyor carrying idler bracket,conveying,2.4
24000000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,24100000,Material handling machinery and equipment,24101700,Conveyors and accessories,24101733,Conveyor return idler bracket,conveying,2.4
24000000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,24100000,Material handling machinery and equipment,24101700,Conveyors and accessories,24101740,High angle conveyor,conveying,2.4
24000000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,24100000,Material handling machinery and equipment,24101700,Conveyors and accessories,24101743,Conveyor tail shaft,conveying,2.4
24000000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,24100000,Material handling machinery and equipment,24101700,Conveyors and accessories,24101744,Conveyor head shaft,conveying,2.4
24000000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,24100000,Material handling machinery and equipment,24101700,Conveyors and accessories,24101745,Wheel conveyor,conveying,2.4
24000000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,24100000,Material handling machinery and equipment,24101700,Conveyors and accessories,24101746,Portable conveyor,conveying,2.4
24000000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,24100000,Material handling machinery and equipment,24101700,Conveyors and accessories,24101747,Conveyor support,conveying,2.4
24000000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,24100000,Material handling machinery and equipment,24101700,Conveyors and accessories,24101748,Tripper conveyor,conveying,2.4
24000000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,24100000,Material handling machinery and equipment,24101700,Conveyors and accessories,24101749,Conveyor system,conveying,2.4
24000000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,24100000,Material handling machinery and equipment,24101700,Conveyors and accessories,24101750,Overhead track conveyor,conveying,2.4
24000000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,24100000,Material handling machinery and equipment,24101900,Drum handling equipment,24101908,Drum stillage,distillation,2.4
24000000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,24100000,Material handling machinery and equipment,24102100,Warehousing equipment and supplies,24102106,Industrial shrink wrap equipment,packaging,2.4
24000000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,24100000,Material handling machinery and equipment,24102100,Warehousing equipment and supplies,24102108,Packaging compactors,packaging,2.4
24000000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,24100000,Material handling machinery and equipment,24102200,Packing tools,24102202,Box sealing tape dispensers,packaging,2.4
24000000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,24100000,Material handling machinery and equipment,24102200,Packing tools,24102203,Bag sealing tools or equipment,packaging,2.4
24000000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,24100000,Material handling machinery and equipment,24102200,Packing tools,24102209,Die cutting machine,size_reduction,2.4
24000000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,24110000,Containers and storage,24111500,Bags,24111505,Flexible intermediate bulk containers,storage,2.4
24000000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,24110000,Containers and storage,24111500,Bags,24111515,Unwoven fabric bag,drying,2.4
24000000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,24110000,Containers and storage,24111800,Tanks and cylinders and their accessories,24111802,Air or gas tanks or cylinders,storage,2.4
24000000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,24110000,Containers and storage,24111800,Tanks and cylinders and their accessories,24111803,Storage tanks,storage,2.4
24000000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,24110000,Containers and storage,24111800,Tanks and cylinders and their accessories,24111804,Calibrating tanks,storage,2.4
24000000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,24110000,Containers and storage,24111800,Tanks and cylinders and their accessories,24111805,Chemical tanks,storage,2.4
24000000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,24110000,Containers and storage,24111800,Tanks and cylinders and their accessories,24111806,Dip tanks,storage,2.4
24000000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,24110000,Containers and storage,24111800,Tanks and cylinders and their accessories,24111807,Expansion tanks,storage,2.4
24000000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,24110000,Containers and storage,24111800,Tanks and cylinders and their accessories,24111808,Fuel storage tanks,storage,2.4
24000000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,24110000,Containers and storage,24111800,Tanks and cylinders and their accessories,24111809,Processing tanks,storage,2.4
24000000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,24110000,Containers and storage,24111800,Tanks and cylinders and their accessories,24111810,Water storage tanks,storage,2.4
24000000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,24110000,Containers and storage,24111800,Tanks and cylinders and their accessories,24111813,Rinse tanks,storage,2.4
24000000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,24110000,Containers and storage,24111800,Tanks and cylinders and their accessories,24111814,Hot water tank,storage,2.4
24000000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,24110000,Containers and storage,24111800,Tanks and cylinders and their accessories,24111815,Steam condensate tank,heating;storage,2.4
24000000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,24110000,Containers and storage,24111800,Tanks and cylinders and their accessories,24111816,Liquified gas tank or cylinder,storage,2.4
24000000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,24110000,Containers and storage,24111800,Tanks and cylinders and their accessories,24111817,Cement silo,storage,2.4
24000000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,24110000,Containers and storage,24111800,Tanks and cylinders and their accessories,24111818,Tank seal,storage,2.4
24000000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,24110000,Containers and storage,24111800,Tanks and cylinders and their accessories,24111819,Hydropneumatic tank,storage,2.4
24000000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,24110000,Containers and storage,24112100,Casks and barrels and drums,24112110,Intermediate bulk containers,storage,2.4
24000000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,24110000,Containers and storage,24112800,Freight containers,24112801,Dry freight container,storage,2.4
24000000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,24110000,Containers and storage,24112800,Freight containers,24112802,Open top freight container,storage,2.4
24000000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,24110000,Containers and storage,24112800,Freight containers,24112803,Platform freight container,storage,2.4
24000000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,24110000,Containers and storage,24112800,Freight containers,24112804,Flatrack freight container,storage,2.4
24000000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,24110000,Containers and storage,24112800,Freight containers,24112805,Temperature controlled freight container,process_monitoring;storage,2.4
24000000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,24110000,Containers and storage,24113100,Boxes,24113104,Cold storage box,cooling,2.4
24000000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,24130000,Industrial refrigeration,24131500,Industrial refrigerators,24131501,Combined refrigerator freezers,cooling,2.4
24000000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,24130000,Industrial refrigeration,24131500,Industrial refrigerators,24131502,Liquid nitrogen refrigerators,cooling,2.4
24000000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,24130000,Industrial refrigeration,24131500,Industrial refrigerators,24131503,Walk in refrigerators,cooling,2.4
24000000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,24130000,Industrial refrigeration,24131500,Industrial refrigerators,24131504,Refrigerated containers,cooling;storage,2.4
24000000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,24130000,Industrial refrigeration,24131500,Industrial refrigerators,24131505,Refrigerated vessels,cooling;storage,2.4
24000000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,24130000,Industrial refrigeration,24131500,Industrial refrigerators,24131506,Refrigerated tanks,cooling;storage,2.4
24000000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,24130000,Industrial refrigeration,24131500,Industrial refrigerators,24131507,Blast chiller,cooling,2.4
24000000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,24130000,Industrial refrigeration,24131500,Industrial refrigerators,24131508,Cabinet refrigerator,cooling,2.4
24000000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,24130000,Industrial refrigeration,24131500,Industrial refrigerators,24131509,Under counter refrigerator,cooling,2.4
24000000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,24130000,Industrial refrigeration,24131500,Industrial refrigerators,24131510,Counter refrigerator,cooling,2.4
24000000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,24130000,Industrial refrigeration,24131500,Industrial refrigerators,24131511,Bakery cabinet refrigerator,cooling,2.4
24000000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,24130000,Industrial refrigeration,24131500,Industrial refrigerators,24131512,Refrigerated counter preparation station,cooling,2.4
24000000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,24130000,Industrial refrigeration,24131500,Industrial refrigerators,24131514,Precooling and cold storage unit,cooling,2.4
24000000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,24130000,Industrial refrigeration,24131500,Industrial refrigerators,24131515,Pharmaceutical refrigerator and freezer,cooling,2.4
24000000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,24130000,Industrial refrigeration,24131500,Industrial refrigerators,24131516,Cold storage room,cooling,2.4
24000000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,24130000,Industrial refrigeration,24131600,Industrial freezers,24131601,Chest freezers,cooling,2.4
24000000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,24130000,Industrial refrigeration,24131600,Industrial freezers,24131602,Upright cabinet freezer,cooling,2.4
24000000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,24130000,Industrial refrigeration,24131600,Industrial freezers,24131603,Low temperature freezers,cooling;process_monitoring,2.4
24000000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,24130000,Industrial refrigeration,24131600,Industrial freezers,24131604,Freeze drying equipment,drying;freeze_drying,2.9
24000000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,24130000,Industrial refrigeration,24131600,Industrial freezers,24131605,Walk in freezers,cooling,2.4
24000000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,24130000,Industrial refrigeration,24131600,Industrial freezers,24131606,Plate freezers,cooling,2.4
24000000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,24130000,Industrial refrigeration,24131600,Industrial freezers,24131607,Blast freezers,cooling,2.4
24000000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,24130000,Industrial refrigeration,24131600,Industrial freezers,24131608,Bakery cabinet freezer,cooling,2.4
24000000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,24130000,Industrial refrigeration,24131600,Industrial freezers,24131609,Under counter cabinet freezer,cooling,2.4
24000000,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,24130000,Industrial refrigeration,24131600,Industrial freezers,24131610,Counter cabinet freezer,cooling,2.4
40000000,Distribution and Conditioning Systems and Equipment and Components,40140000,Fluid and gas distribution,40141600,Valves,40141621,Diaphragm valves,pumping,2.4
40000000,Distribution and Conditioning Systems and Equipment and Components,40140000,Fluid and gas distribution,40141600,Valves,40141631,Pump valves,pumping,2.4
40000000,Distribution and Conditioning Systems and Equipment and Components,40140000,Fluid and gas distribution,40141600,Valves,40141652,Pressure reducing valve,process_monitoring,2.4
40000000,Distribution and Conditioning Systems and Equipment and Components,40140000,Fluid and gas distribution,40141700,Hardware and fittings,40141737,Diaphragms,pumping,2.4
40000000,Distribution and Conditioning Systems and Equipment and Components,40140000,Fluid and gas distribution,40141700,Hardware and fittings,40141742,Atomizers,spray_drying,2.4
40000000,Distribution and Conditioning Systems and Equipment and Components,40140000,Fluid and gas distribution,40141700,Hardware and fittings,40141765,Drain separator,solid_liquid_separation,2.4
